Time(s)	RED_denoised_wiener
14.170000	844.875939
14.180000	767.244587
14.190000	740.682729
14.200000	754.143125
14.210000	728.120954
14.220000	730.263053
14.230000	725.759431
14.240000	766.433677
14.250000	802.262015
14.260000	825.528758
14.270000	853.973847
14.280000	865.317661
14.290000	908.349015
14.300000	930.627734
14.310000	945.033850
14.320000	950.694680
14.330000	974.921786
14.340000	1048.227148
14.350000	1109.011164
14.360000	1223.562999
14.370000	1286.411939
14.380000	1380.196335
14.390000	1495.003685
14.400000	1591.525100
14.410000	1647.081598
14.420000	1599.182658
14.430000	1553.055937
14.440000	1539.736511
14.450000	1477.484888
14.460000	1456.858888
14.470000	1425.614518
14.480000	1451.735296
14.490000	1500.216013
14.500000	1505.947992
14.510000	1529.913691
14.520000	1488.510993
14.530000	1482.863693
14.540000	1458.388827
14.550000	1402.669526
14.560000	1323.392746
14.570000	1214.840248
14.580000	1155.360098
14.590000	1152.212416
14.600000	1164.589605
14.610000	1236.542640
14.620000	1252.102056
14.630000	1291.130644
14.640000	1249.158921
14.650000	1224.657512
14.660000	1187.909288
14.670000	1145.326621
14.680000	1109.717649
14.690000	1068.965111
14.700000	1046.659332
14.710000	1032.209034
14.720000	1032.011048
14.730000	1020.726554
14.740000	998.791699
14.750000	948.549895
14.760000	894.374002
14.770000	841.002887
14.780000	790.295995
14.790000	729.761409
14.800000	630.181007
14.810000	616.950889
14.820000	591.120133
14.830000	650.682257
14.840000	645.709950
14.850000	625.289178
14.860000	557.737532
14.870000	476.064027
14.880000	386.345369
14.890000	-179.812758
14.900000	-791.594871
14.910000	-1349.954627
14.920000	-1479.800147
14.930000	-1563.536254
14.940000	-1676.189772
14.950000	-1726.024447
14.960000	-1832.526792
14.970000	-1898.286828
14.980000	-2021.105861
14.990000	-2104.056220
15.000000	-2243.928127
15.010000	-2357.712189
15.020000	-2513.548538
15.030000	-2602.600995
15.040000	-2687.360995
15.050000	-2696.512985
15.060000	-2688.255734
15.070000	-2760.930977
15.080000	-2782.248604
15.090000	-2866.761001
15.100000	-2853.554746
15.110000	-2904.884273
15.120000	-2975.365333
15.130000	-3071.894957
15.140000	-3190.224854
15.150000	-3243.427144
15.160000	-3251.127979
15.170000	-3176.223466
15.180000	-3135.877076
15.190000	-3124.440371
15.200000	-3146.414222
15.210000	-3168.983884
15.220000	-3192.473722
15.230000	-3275.788511
15.240000	-3344.937297
15.250000	-3399.900903
15.260000	-3420.117872
15.270000	-3444.619194
15.280000	-3459.263412
15.290000	-3439.756033
15.300000	-3410.658311
15.310000	-3409.044467
15.320000	-3438.413584
15.330000	-3479.057091
15.340000	-3502.935897
15.350000	-3496.233999
15.360000	-3427.537038
15.370000	-3375.508999
15.380000	-3370.803971
15.390000	-3435.894396
15.400000	-3460.841954
15.410000	-3403.937084
15.420000	-3346.021580
15.430000	-3232.414391
15.440000	-3199.200441
15.450000	-3130.342927
15.460000	-3122.107841
15.470000	-3088.584915
15.480000	-3047.114333
15.490000	-3019.322522
15.500000	-2994.517559
15.510000	-2988.954610
15.520000	-2961.251233
15.530000	-2915.535379
15.540000	-2870.182634
15.550000	-2853.637293
15.560000	-2845.140594
15.570000	-2865.683766
15.580000	-2845.681175
15.590000	-2835.893666
15.600000	-2778.758595
15.610000	-2785.736946
15.620000	-2780.825042
15.630000	-2723.182136
15.640000	-2641.589444
15.650000	-2515.332833
15.660000	-2436.506499
15.670000	-2361.621975
15.680000	-2340.191156
15.690000	-2342.540452
15.700000	-2353.096000
15.710000	-2394.747321
15.720000	-2430.353324
15.730000	-2477.289210
15.740000	-2471.573728
15.750000	-2435.589399
15.760000	-2404.016887
15.770000	-2306.457825
15.780000	-2250.807774
15.790000	-2188.087916
15.800000	-2205.499711
15.810000	-2202.731150
15.820000	-2165.958486
15.830000	-2127.364483
15.840000	-2120.285266
15.850000	-2133.742026
15.860000	-2125.058652
15.870000	-2098.449749
15.880000	-2061.376728
15.890000	-2058.128761
15.900000	-2052.010198
15.910000	-2030.078514
15.920000	-2004.920282
15.930000	-1981.548275
15.940000	-1971.724015
15.950000	-1953.802353
15.960000	-1991.305348
15.970000	-1960.085597
15.980000	-1936.315742
15.990000	-1867.562055
16.000000	-1798.139201
16.010000	-1761.222807
16.020000	-1710.961365
16.030000	-1739.813391
16.040000	-1755.493586
16.050000	-1802.330838
16.060000	-1873.103356
16.070000	-1922.964901
16.080000	-1922.977579
16.090000	-1884.263879
16.100000	-1815.734729
16.110000	-1785.949791
16.120000	-1705.281270
16.130000	-1682.404971
16.140000	-1660.933131
16.150000	-1724.136474
16.160000	-1795.372567
16.170000	-1848.233441
16.180000	-1891.470089
16.190000	-1925.870739
16.200000	-1980.207343
16.210000	-2007.864511
16.220000	-2037.381860
16.230000	-2071.686081
16.240000	-2137.854811
16.250000	-2192.212701
16.260000	-2237.020570
16.270000	-2243.554777
16.280000	-2267.653044
16.290000	-2301.624049
16.300000	-2378.633292
16.310000	-2400.903094
16.320000	-2433.965346
16.330000	-2453.171548
16.340000	-2449.243865
16.350000	-2470.837167
16.360000	-2437.071775
16.370000	-2441.554299
16.380000	-2436.751395
16.390000	-2483.475446
16.400000	-2597.881855
16.410000	-2696.363123
16.420000	-2847.671682
